id,nombre,apellido,estado_civil,dni,nacionalidad,fecha_nacimiento,direccion,codigo_postal,provincia,telefono,email,es_moroso,profesion,salario,numero_cuenta,tipo_cuenta,saldo,antiguedad_cliente,genero
54203,Virgilio,Porras,Casado,74171576A,Sueca,1995-11-20,"Cañada de Marcelino Orozco 27, Alicante, 24383",38539,Las Palmas,717045013,bustoscandela@example.com,True,Técnico en química industrial,"3181,02",ES3043951882048690087362,corriente,"16423,85",2025-01-12,Masculino
54204,Brunilda,Catalá,Casada,33674426B,India,1994-06-03,"Via de Cirino Coello 99, La Coruña, 09658",23079,Álava,768242523,vtolosa@example.net,True,"Operador de máquinas de embalaje, embotellamiento y etiquetado ","7944,47",ES0328095313906468023606,corriente,"39701,86",2021-03-14,Femenino
54205,Merche,Bárcena,Viuda,27782621R,Peruana,1971-01-12,"Paseo de Lino Giner 12, Albacete, 12678",43295,Cantabria,663560025,tapianatalia@example.com,True,Técnico en documentación sanitaria,"4441,13",ES0763367294659860419683,corriente,"358,24",2023-03-06,Femenino
54206,Alicia,Redondo,Divorciada,50666360M,Burundesa,1956-07-25,"Alameda de Emma Alberto 32 Piso 3 , Valladolid, 08004",09927,Murcia,668507380,ramospili@example.net,False,Director de servicios de cuidados infantiles,"2228,03",ES9503912347017279836960,corriente,"53972,89",2023-12-23,Femenino
54207,Adalberto,Sacristán,Soltero,53920788W,Belga,1976-01-18,"Plaza Aránzazu Pera 74, Soria, 24097",50298,Madrid,713494182,pportero@example.net,False,Operador de máquinas para fabricar productos de material plástico,"6598,35",ES0585528367505995372538,corriente,"21867,25",2021-04-29,Masculino
54208,Haydée,Puga,Soltera,43741878H,Camerunesa,1954-01-12,"Calle Luis Carbonell 61, Cáceres, 50937",50455,Melilla,621355960,ainaranicolau@example.net,True,"Pescador, cazador, tramperos y recolector de subsistencia","5735,42",ES7870012618909073858455,corriente,"28097,59",2024-06-10,Femenino
54209,Haydée,Ayuso,Soltera,99849265D,Panameña,1987-09-14,"Vial de Duilio Mármol 10 Apt. 71 , Córdoba, 02696",48055,Zamora,663439753,gilchema@example.com,False,Agente de compras,"7416,45",ES4721002689505502684732,corriente,"29688,65",2024-12-27,Femenino
54210,Claudia,Falcón,Viuda,12749089M,Surcoreana,1946-11-22,"Pasadizo de Amparo Gras 43 Apt. 61 , Ourense, 26490",32201,Salamanca,651055949,fferrera@example.org,True,Director de investigación y desarrollo,"7630,13",ES2734752782188730903736,corriente,"12710,57",2023-01-07,Femenino
54211,Fabiola,Cadenas,Soltera,25061961B,Luxemburguesa,1952-09-01,"Avenida Elías Enríquez 1, Girona, 51126",29465,Burgos,678150140,odominguez@example.org,True,Supervisor de secretaría,"3347,7",ES5354544759621945085907,corriente,"49721,01",2025-07-07,Femenino
54212,María Carmen,Casals,Casada,84768754T,Bielorrusa,2003-04-22,"Cuesta Ainara Alcaraz 965, Ourense, 19107",33747,Barcelona,718688705,americavalderrama@example.com,True,Biólogo,"5618,92",ES0401083360784540511810,corriente,"90875,86",2020-11-28,Femenino
54213,Julieta,Espinosa,Divorciada,40733586B,Venezolana,1971-04-16,"Callejón de Perlita Álvarez 534, Burgos, 19879",31201,Cádiz,689294752,morcillonicanor@example.org,False,Ingeniero civil,"6201,24",ES9355040656767031484479,corriente,"86176,62",2025-03-31,Femenino
54214,Prudencio,Huerta,Divorciado,98463438R,Butanesa,1951-06-19,"Vial Juan José Marqués 6 Piso 0 , Granada, 44583",02529,Asturias,638602767,uborja@example.org,True,Diseñador gráfico,"7646,44",ES2386849981679313575706,corriente,"18021,44",2019-07-30,Masculino
54215,Purificación,Berrocal,Casada,86738181Y,Iraní,1956-05-21,"Vial de Marcio Cañas 7 Piso 0 , Jaén, 43707",45468,Asturias,757382528,trinidad39@example.com,True,Carnicero,"2106,22",ES4132363475283989186053,corriente,"46433,21",2022-03-30,Femenino
54216,Eric,Machado,Viudo,60384995J,Butanesa,1984-02-21,"Vial de Clemente Torrent 751, Zaragoza, 24567",16000,Zaragoza,612684488,sigfrido47@example.org,True,Técnico de la Web,"7694,59",ES9179910312852944693121,corriente,"62782,75",2020-04-13,Masculino
54217,Rosalva,Tejera,Soltera,48864476X,Bangladesí,1948-02-23,"Via Tadeo Delgado 61, La Rioja, 38721",40979,Pontevedra,655304517,omiralles@example.com,False,Cajero de banco,"2912,51",ES6023268367870105106039,corriente,"51455,18",2024-03-23,Femenino
54218,Eva,Jerez,Soltera,59142067M,Polaca,1962-01-31,"Avenida de Paz Lasa 28 Apt. 86 , Cáceres, 11263",25563,Zamora,784332518,alcidesoller@example.org,True,Preparador y elaborador de tabaco y sus productos,"7186,93",ES9483476212445856213271,corriente,"70227,33",2022-05-02,Femenino
54219,Rodolfo,Collado,Divorciado,99507055Q,Polaca,1993-05-18,"Ronda de Moreno Arrieta 36 Apt. 76 , Ceuta, 32852",44862,Barcelona,777258567,alejandrocarreras@example.com,True,Lingüista,"5212,32",ES1180605501632885376913,corriente,"86868,12",2023-01-05,Masculino
54220,Maite,Cobos,Soltera,50319386D,Eslovaca,1959-06-16,"Cañada de Borja Mur 979 Puerta 1 , Jaén, 20932",29678,Salamanca,672050624,vilarebeca@example.org,False,Mecánico y reparador de vehículos de motor,"2183,24",ES1804745849179523952621,corriente,"51434,62",2022-07-03,Femenino
54221,Valentina,Vélez,Viuda,60530289Q,Mexicana,1967-09-02,"Callejón de Albert Palomares 76 Apt. 70 , Cádiz, 02601",27402,Huesca,747839531,prudenciajorda@example.net,False,Oficial de préstamos y créditos,"2993,08",ES6817706327042258685553,corriente,"33998,99",2022-08-21,Femenino
54222,Maximiano,Diego,Casado,59015803B,Angoleña,1954-09-21,"C. de Jose Ignacio Guitart 5, Ourense, 42279",34768,Teruel,663473658,lucio40@example.net,True,Zapatero,"2181,64",ES1706910281054362553357,corriente,"53726,81",2018-10-28,Masculino
54223,Purificación,Godoy,Divorciada,67092010K,Rusa,2000-08-13,"Ronda de Antonia Badía 71 Piso 1 , Huelva, 40362",39999,Barcelona,791648400,rochatadeo@example.org,True,Empleado de ventanillas de informaciones,"5062,78",ES9782252134176544788412,corriente,"73521,61",2024-04-07,Femenino
54224,Chus,Jurado,Soltero,21097331Y,Italiana,1996-07-04,"Calle Nieves Sáenz 87, Toledo, 10022",24579,Albacete,765917319,cabezaalejandro@example.net,False,Operador de instalaciones de vidriería y cerámica,"2697,85",ES5461431890388930680616,corriente,"13512,04",2021-03-26,Masculino
54225,Bernardo,Escamilla,Soltero,94919579M,Barbadense,1978-10-24,"Cañada Nuria Raya 77 Piso 1 , Santa Cruz de Tenerife, 08567",46897,Palencia,623394436,vallevictor@example.org,False,Director de cine,"1358,93",ES4563736722123062757706,corriente,"49082,17",2024-01-31,Masculino
54226,Josué,Pons,Soltero,79166002W,Monegasca,1999-01-20,"Avenida Clara Galindo 1 Puerta 3 , Álava, 47756",19611,Navarra,756859670,ceciliocarreno@example.com,False,Delineante,"6303,57",ES3896834088527007190724,corriente,"73911,72",2023-08-08,Masculino
54227,Inmaculada,Bueno,Casada,52468149C,Panameña,1974-03-26,"Via de Inés Peña 32, Pontevedra, 19476",46851,León,662269675,gmerino@example.net,True,Técnico en operaciones de tecnología de la información y las comunicaciones,"2363,04",ES5657752277804405070616,corriente,"24427,58",2019-11-23,Femenino
54228,Berto,Oliveras,Casado,94316478X,Beliceña,1962-12-13,"Rambla Atilio Corbacho 6 Piso 4 , Huesca, 07882",12688,Guadalajara,743509746,groda@example.org,True,Camarero de mesa,"3523,25",ES4027526925552382819652,corriente,"61354,05",2023-08-22,Masculino
54229,Benita,Villena,Soltera,81652849C,Iraquí,1997-10-16,"Pasaje Rosario Bartolomé 648, Guadalajara, 11107",48108,Sevilla,727696766,catalinasolano@example.com,False,Secretario (general),"1359,32",ES5533623483892044635002,corriente,"75660,94",2022-10-17,Femenino
54230,Cristian,Gimeno,Viudo,27326214Y,Botsuanesa,1961-07-24,"Ronda Fabio Navarrete 4 Apt. 52 , Navarra, 12757",01655,Cáceres,752160905,ualcolea@example.com,False,Vendedor ambulantes de productos comestibles,"4731,45",ES8246739632294447015642,corriente,"14107,49",2020-11-24,Masculino
54231,Purificación,Gutiérrez,Casada,48589812N,Bangladesí,1986-08-22,"Acceso Adelaida Zamorano 52, Ávila, 50915",46512,Las Palmas,711856060,mateosnicolas@example.net,False,Técnico agropecuario,"2274,02",ES1280619949916135313405,corriente,"83941,1",2018-06-15,Femenino
54232,Daniel,Mármol,Casado,34260367G,Serbia,1997-03-19,"Cañada Florencio Marquez 69 Piso 9 , Ceuta, 16543",12127,Asturias,729616745,paniaguaemilia@example.org,False,Técnico agropecuario,"7427,32",ES4800558476316726030749,corriente,"22235,1",2023-07-17,Masculino
54233,Oriana,Uría,Casada,45497562C,Cubana,1944-11-15,"Cañada de Ulises Fabra 46, La Rioja, 50956",20148,Cádiz,615661694,francisco-javier99@example.com,True,Criador de ganado,"7836,53",ES7406179723679363712595,corriente,"70103,31",2021-08-16,Femenino
54234,Isabela,Plana,Viuda,28621689Y,Israelí,1984-04-16,"C. de Malena Sobrino 5 Puerta 8 , Vizcaya, 48498",44633,Álava,693782518,campilloclimaco@example.org,True,Traductor e intérprete,"2110,04",ES7097538022658282300548,corriente,"79238,53",2018-07-30,Femenino
54235,Galo,Morante,Soltero,65073318Q,Bruneana,1996-04-17,"Alameda de Carolina Miguel 3, Ávila, 49177",36525,Ceuta,662227687,anastasia53@example.net,False,Conductor de camiones pesados,"6164,77",ES4151113393639906878607,corriente,"98826,72",2019-12-27,Masculino
54236,Eugenia,Tejada,Casada,49768710E,Árabe,1987-11-30,"Callejón Hermenegildo Suarez 99, Lugo, 23868",30632,Málaga,737331769,nevadoeusebia@example.org,True,Constructor de casas,"6772,4",ES2390577642784399160052,corriente,"49381,3",2023-01-05,Femenino
54237,Onofre,Juan,Soltero,26562861T,Gabonesa,1997-10-25,"Callejón Bárbara Castell 10 Apt. 65 , Vizcaya, 51941",39653,Castellón,613181334,jimenezvirginia@example.com,False,Mecánico y reparador en electrónica,"1938,75",ES2987574264359148259015,corriente,"43255,08",2023-06-25,Masculino
54238,Eric,Arregui,Casado,97812994C,Estona,1969-11-24,"Via de Febe Fábregas 2 Puerta 8 , Castellón, 26644",31420,Barcelona,783421145,gasparcasado@example.org,True,Paisajista,"2015,95",ES6579411845543721879873,corriente,"47551,24",2024-04-14,Masculino
54239,Caridad,Gallardo,Casada,48979927R,Brasileña,1967-04-05,"Cañada de Amílcar Lluch 41 Apt. 91 , Salamanca, 18140",26413,Guipúzcoa,610487273,monrealricarda@example.com,True,Platero,"4191,87",ES6865403289480429638494,corriente,"2266,09",2018-01-21,Femenino
54240,Juan Francisco,Cabanillas,Soltero,60865636T,Paraguaya,1989-04-21,"Callejón Urbano Baró 141 Apt. 94 , Albacete, 10793",06396,Segovia,697987355,maria-del-carmen24@example.org,True,Operador de instalaciones de vidriería y cerámica,"5674,53",ES6836980641308490550751,corriente,"6833,49",2024-05-05,Masculino
54241,Julián,Ibañez,Divorciado,48277908B,Beliceña,1997-11-29,"Vial de Marianela Alemany 72, Albacete, 31364",45575,Guipúzcoa,704629527,upallares@example.com,False,Cartógrafo,"7597,23",ES7031158883635350039352,corriente,"41243,97",2022-07-08,Masculino
54242,Teodora,Ramón,Viuda,28360923Z,Malasia,1961-12-30,"Cuesta de Sabina Cabanillas 26 Piso 1 , Vizcaya, 34550",14420,Sevilla,729066678,lvazquez@example.org,True,Profesional de ventas de tecnología de la información y las comunicaciones,"3573,29",ES7540415404886958891303,corriente,"67222,65",2024-07-27,Femenino
54243,Lilia,Sotelo,Casada,27624356E,Rumana,2001-11-23,"Acceso Amada Amorós 59, Toledo, 40502",48663,Cáceres,672205826,lucio08@example.net,True,Camarero de barra,"7842,7",ES8460070143339042382634,corriente,"27421,96",2024-06-18,Femenino
54244,Florentina,Zaragoza,Viuda,80012538T,Canadiense,1995-09-16,"Camino de Leandra Sarmiento 75, Cáceres, 46612",10493,Madrid,665345677,silvarene@example.com,False,Fotógrafo,"6910,45",ES5717918635321266637306,corriente,"93609,7",2025-06-27,Femenino
54245,Dora,Roura,Soltera,78872260Q,Lituana,1995-04-08,"Camino de Fabián Alberto 945, Albacete, 05176",31944,Córdoba,730833273,gilbertobarba@example.net,True,Cocinero de comidas rápidas,"7001,77",ES3626645208689618757682,corriente,"49973,72",2023-07-26,Femenino
54246,Nicanor,Anguita,Divorciado,22268624R,Singapurense,1969-03-21,"Pasadizo Paz Novoa 192 Piso 0 , Ourense, 36109",10925,Málaga,632921910,cuellarnoa@example.net,False,Detective,"4250,58",ES6778477248291331054882,corriente,"62217,74",2025-03-07,Masculino
54247,Felix,Valenciano,Divorciado,59617358R,Malasia,1948-08-23,"C. Ariadna Botella 8, Ciudad, 34859",14501,Burgos,777734309,palominovictor-manuel@example.org,True,Conductor de tranvía,"4265,13",ES1444328047233578947170,corriente,"522,37",2020-02-29,Masculino
54248,Gonzalo,Solís,Divorciado,80607403Q,Sudafricana,1961-04-08,"Pasaje de Óscar Borja 97, Madrid, 18293",50170,Zaragoza,654334487,priscila64@example.net,False,Técnico en operaciones de tecnología de la información y las comunicaciones,"1778,06",ES7184244120455579936438,corriente,"48742,43",2019-11-09,Masculino
54249,Cristóbal,León,Divorciado,11419345Y,Haitiana,1952-01-01,"Ronda de Ramón Leon 49 Piso 4 , Guipúzcoa, 13826",30591,Granada,668246490,velascoana-sofia@example.org,False,Operador de máquinas para fabricar cemento y otros productos minerales,"3773,49",ES6479016698397699434208,corriente,"4698,28",2024-02-19,Masculino
54250,Serafina,Valencia,Viuda,74325221P,Armenia,1951-05-24,"Calle Eladio Azcona 4 Puerta 3 , Tarragona, 15577",23084,Badajoz,763901235,yusteignacia@example.org,False,Agente de aduanas,"3064,61",ES9074525414133349192304,corriente,"8653,03",2024-06-22,Femenino
54251,Albano,Saldaña,Viudo,46667441G,Libanesa,1968-04-21,"Cuesta Aurora Villalba 97, Albacete, 32074",22305,Segovia,764355302,mcamacho@example.org,True,Ecónomo y mayordomos domésticos,"5192,98",ES5143543774306555450080,corriente,"33078,72",2022-12-21,Masculino
54252,Sara,Mariño,Soltera,67333860A,Afgana,1985-05-04,"Acceso Lino Plaza 4 Piso 7 , Zaragoza, 49224",48964,Badajoz,718283871,gmorales@example.com,False,Trabajador social de nivel medio,"6617,36",ES3924234069410782452831,corriente,"1216,42",2018-12-19,Femenino
54253,Zaira,Baeza,Divorciada,19837129C,Belga,1981-09-30,"Urbanización de Ágata Viña 42, León, 02680",49983,Ourense,604949788,salmeronvictoriano@example.com,False,Operador de máquinas para elaborar alimentos y productos afines,"6442,72",ES6877785033895440256826,corriente,"34428,18",2024-08-03,Femenino
54254,Odalys,Arteaga,Casada,31941236D,Española,1956-05-13,"Calle de Anastasio Díaz 25, Girona, 43120",49228,Pontevedra,791674803,francoruben@example.com,True,Comerciante de tiendas,"7806,5",ES4222483987494356075907,corriente,"35854,21",2024-02-09,Femenino
54255,Cristian,Martínez,Soltero,77376241D,Peruana,1993-03-21,"Calle de Casemiro Cortés 5 Puerta 3 , Jaén, 26135",05479,Madrid,657412830,hjimenez@example.org,True,Optometrista,"3447,6",ES9455752991135376494059,corriente,"91804,21",2022-08-12,Masculino
54256,Melania,Bartolomé,Casada,95547619F,Haitiana,1960-12-23,"Acceso Filomena Parra 2, Las Palmas, 11694",13699,Guadalajara,612874935,jcaparros@example.net,False,Farmacéutico,"3059,08",ES0488322312454834225024,corriente,"51810,54",2024-05-23,Femenino
54257,Fátima,Salinas,Viuda,36763344Y,Libanesa,1983-12-29,"Ronda de Cristian Escrivá 6 Puerta 4 , Córdoba, 18762",02710,Las Palmas,675319276,maximo22@example.org,False,Herramentista,"6132,04",ES9520334093689624395409,corriente,"47890,24",2021-04-17,Femenino
54258,Felix,Herrero,Casado,82161325N,Australiana,1989-02-11,"Glorieta de Jose Miguel Montserrat 51 Piso 0 , Teruel, 51848",33984,Cantabria,703202538,tristancasals@example.net,True,Técnico en documentación sanitaria,"6086,62",ES7961336311341766491364,corriente,"96734,02",2018-06-01,Masculino
54259,Dolores,Zorrilla,Casada,29060371D,Árabe,1998-02-19,"C. de Brunilda Figueras 5, Ciudad, 49820",15798,Vizcaya,781803414,pmenendez@example.net,True,Operador de máquinas lavarropas,"3785,28",ES1285414944445885641206,corriente,"87214,14",2018-05-27,Femenino
54260,Enrique,Pujol,Viudo,36615635A,Rumana,1980-09-24,"Rambla Marisol Toledo 780, Valladolid, 38199",20730,Melilla,735921127,inocencio38@example.net,True,Analista de gestión y organización,"2532,05",ES3197922054913582669580,corriente,"76869,44",2019-12-20,Masculino
54261,Gertrudis,Izquierdo,Divorciada,87524283Z,Panameña,1996-05-15,"Avenida de Lilia Sanmiguel 4, Madrid, 14064",49687,Soria,727850511,hurtadoleocadia@example.com,False,Instructor en tecnologías de la información,"7794,65",ES6558378857058585236189,corriente,"24485,99",2019-10-13,Femenino
54262,Paco,Barba,Divorciado,18834976T,Estona,1986-01-03,"Ronda Tomasa Pacheco 59 Puerta 6 , Santa Cruz de Tenerife, 47208",28061,Palencia,717381298,acedocintia@example.org,True,Agrimensor,"4098,51",ES0236968616217646721345,corriente,"36181,94",2020-01-05,Masculino
54263,Maximiliano,Vélez,Casado,71601697Y,Estona,1992-12-10,"Acceso Prudencia Alcázar 15, Lleida, 30809",27934,Vizcaya,683258675,piarocha@example.com,False,Conductor de tranvía,"4970,14",ES2450386303635283515665,corriente,"39428,31",2023-11-28,Masculino
54264,José,Bravo,Soltera,66390043Z,Italiana,1957-09-20,"Cañada Anabel Esparza 67, Albacete, 13261",04436,Las Palmas,655366648,herreraolga@example.com,True,Ensamblador de equipos eléctricos,"1258,59",ES1529602964389142219674,corriente,"56732,22",2022-06-13,Femenino
54265,Perlita,Gual,Viuda,49467786F,Serbia,1973-08-08,"Alameda Paco Guijarro 1, Burgos, 19961",42014,Huelva,679831668,eugeniojara@example.org,True,Artista plástico,"5782,77",ES1071471980658048037103,corriente,"82589,22",2024-07-23,Femenino
54266,Adelina,Murcia,Divorciada,68297178N,Bermudeña,1954-07-06,"C. de Nicanor Ferrán 13, Madrid, 11974",21912,Huelva,672972924,caparrosangela@example.com,False,"Director de empresas de abastecimiento, distribución y afines","1998,9",ES9225858762588900138606,corriente,"22490,48",2022-08-22,Femenino
54267,Amarilis,Palomares,Casada,87092365J,Árabe,1984-06-01,"Urbanización de Bonifacio Perales 4, Pontevedra, 46396",30886,Vizcaya,743477457,vergaracarmela@example.org,False,Operario del tratamiento de la madera,"4315,74",ES2178819514583403370130,corriente,"66866,17",2024-06-23,Femenino
54268,Marcia,Alemán,Casada,32629678S,Filipina,1995-05-14,"Paseo Régulo Solsona 8, Almería, 32153",10542,Zaragoza,660831163,juan-antonio71@example.com,True,"Operador de incineradores, instalaciones de tratamiento de agua","6435,41",ES8622146949976297555366,corriente,"16286,33",2018-05-30,Femenino
54269,Paulina,Prat,Soltera,14166428S,Libanesa,1958-09-26,"C. Lucio Garay 5, Girona, 02983",29880,Santa Cruz de Tenerife,636860747,vvalcarcel@example.net,False,Entrenador deportivo,"6639,76",ES7747193042897723342070,corriente,"89867,19",2020-03-13,Femenino
54270,Mireia,Campoy,Soltera,36204354P,Marroquí,1978-04-18,"Pasadizo de Joel Bustamante 5, Almería, 15569",23267,Toledo,636847075,zchaves@example.com,True,Labrante,"5381,74",ES2885513779636366880700,corriente,"10858,45",2020-05-06,Femenino
54271,Maricela,Valbuena,Casada,88446971B,Qatari,1990-10-17,"Vial Paulina Vilar 17 Apt. 00 , Huesca, 48711",38616,Navarra,739515319,ogibert@example.com,True,Tronzador,"7367,98",ES2518929370087921809754,corriente,"95817,07",2022-05-14,Femenino
54272,Adrián,Palomo,Soltero,69160844M,Rumana,1971-12-24,"Avenida de Nereida Figuerola 6, Vizcaya, 10054",24797,Santa Cruz de Tenerife,611618728,ana-belenriba@example.net,False,Abogado,"1280,75",ES5672806893833453451010,corriente,"8346,17",2023-03-22,Masculino
54273,Dominga,Pavón,Casada,69777995C,Eslovaca,2004-06-02,"Cañada de Venceslás Lara 145 Piso 4 , Guipúzcoa, 38968",37494,Murcia,783986173,jose62@example.net,True,Operador de máquinas para la fabricación de calzado,"5291,97",ES9968932006925372822900,corriente,"96203,22",2024-09-18,Femenino
54274,Cristian,Álamo,Soltero,64376319D,Antiguana,1987-10-24,"C. de Joaquín Medina 56, Málaga, 14489",32194,Cádiz,656461198,sbello@example.net,True,Afinador de instrumentos musicales,"6530,51",ES8605931561156244433647,corriente,"55304,97",2025-04-24,Masculino
54275,Begoña,Alfaro,Viuda,40336237X,China,1973-09-07,"Calle de Vera Guzmán 546, Lugo, 20025",45896,Alicante,775486229,wpujadas@example.com,True,Cocinero de comidas rápidas,"7046,16",ES0533110814298760564201,corriente,"47784,12",2023-06-12,Femenino
54276,María Fernanda,Noguera,Soltera,59790262Z,Gabonesa,1988-12-10,"Ronda Custodio Cózar 946 Apt. 86 , Teruel, 33827",24334,Ceuta,627877844,alvaradocalisto@example.com,True,Operador de máquinas para elaborar alimentos y productos afines,"2479,4",ES8236389107812101774098,corriente,"54311,02",2023-07-09,Femenino
54277,Olivia,Olivé,Viuda,32710109S,Portuguesa,1960-05-07,"Cañada de Paula Guitart 79, Sevilla, 13395",30933,La Rioja,690714360,carolinasalom@example.org,False,Director de cine,"5341,66",ES6098755291330984332398,corriente,"51732,99",2020-10-07,Femenino
54278,Irma,Carmona,Casada,66462763P,Vietnamita,1953-08-16,"Camino Isidro Calderon 7 Piso 9 , Málaga, 37029",04853,Badajoz,616061903,baudeliocepeda@example.org,False,Labrante,"1683,13",ES0194775557500107990573,corriente,"24887,02",2023-05-11,Femenino
54279,Ernesto,Iglesia,Casado,19778128Z,Botsuanesa,1983-02-02,"Rambla de Román Tejada 2, Lleida, 05974",37066,Cádiz,687578862,mredondo@example.net,True,Tapicero,"6423,08",ES3012638781588876679931,corriente,"53946,08",2020-05-23,Masculino
54280,Valero,Cuesta,Soltero,28686123V,Surcoreana,1991-12-28,"Camino de Remigio Pereira 10 Puerta 2 , Huesca, 43401",25524,Murcia,721851480,pojeda@example.org,False,Receptor de apuestas,"4096,12",ES5289690735196353228963,corriente,"46543,94",2021-05-26,Masculino
54281,Anunciación,Valencia,Divorciada,19663083S,Sudafricana,1972-09-20,"Pasaje Octavia Gargallo 78, Valladolid, 33425",43904,Teruel,683118246,eliana66@example.com,False,Regulador y operador de máquinas y herramientas,"3507,53",ES8215839147130400614852,corriente,"15982,42",2020-02-06,Femenino
54282,Arturo,Tomé,Divorciado,46245146N,Siria,1992-08-02,"Rambla de Emiliano Fabra 87, Madrid, 35873",35611,Álava,613360467,scoello@example.net,True,Dinamitero,"3331,04",ES8473106085624055543540,corriente,"6294,37",2019-07-10,Masculino
54283,Natalio,Martín,Soltero,18922152Y,Keniata,2006-07-16,"Rambla de Jeremías Perelló 49, Granada, 17831",01524,Lugo,751651387,mendezismael@example.net,False,Agrónomo,"2741,73",ES5690339171963714431005,corriente,"31722,53",2019-04-10,Masculino
54284,Antonio,Torrecilla,Divorciado,82804075G,China,1974-04-21,"Vial Juan Luis Borrás 6 Puerta 5 , Murcia, 29410",19493,León,675615618,donatoprado@example.net,False,Impresor,"4602,26",ES2961542475543699324847,corriente,"69959,2",2021-02-11,Masculino
54285,Manolo,Urrutia,Casado,71398876E,Egipcia,1962-10-21,"Ronda Albino Jiménez 60, Salamanca, 24265",17959,Huesca,662148140,bolivares@example.net,False,Operador de máquinas para fabricar productos fotográficos,"2731,31",ES5061909578149012792740,corriente,"77227,48",2025-05-21,Masculino
54286,Calisto,Otero,Viudo,79244313K,Haitiana,1964-06-20,"Avenida de Manolo Roig 83 Apt. 78 , Palencia, 40467",25249,Zamora,799856409,abarbera@example.org,False,Ensamblador de equipos electrónicos,"1480,05",ES6451980080673011395764,corriente,"1730,39",2024-03-31,Masculino
54287,Adriana,Echevarría,Divorciada,72231879B,Luxemburguesa,2003-10-09,"Rambla de Albert Prada 79, Castellón, 24525",17109,Toledo,696332758,galoposada@example.net,False,Agente de bolsa,"3224,41",ES2572509185634723119222,corriente,"81112,72",2020-07-19,Femenino
54288,Adelia,Rios,Viuda,63702630J,Argentina,1951-12-30,"Avenida Rafaela Feliu 84, La Rioja, 42874",35077,Vizcaya,631489400,asensiodorotea@example.com,False,Conductor de tranvía,"7722,23",ES6704508773441585936659,corriente,"39819,77",2022-09-22,Femenino
54289,Rosaura,Alcántara,Viuda,65865410B,Israelí,1970-04-25,"Alameda Liliana Verdugo 95, La Rioja, 26447",31045,Zamora,637160932,gracianaaguila@example.org,False,Técnico de la Web,"3118,23",ES2148898303983888523719,corriente,"62204,28",2025-01-23,Femenino
54290,Heriberto,Higueras,Casado,56185014Q,Angoleña,1998-03-21,"Callejón Manola Herrero 9 Apt. 73 , Santa Cruz de Tenerife, 26353",49531,Jaén,718561019,toni97@example.org,False,Constructor de casas,"1369,06",ES1103199333517886881246,corriente,"19665,27",2020-10-10,Masculino
54291,Irene,Pacheco,Viuda,16625912V,Yemení,1993-03-11,"Paseo Corona Barranco 6 Puerta 5 , Salamanca, 06296",47580,Zamora,676528399,lope20@example.net,False,Suboficial de las fuerzas armadas,"1609,2",ES3148283459182931221036,corriente,"92844,83",2024-10-24,Femenino
54292,Belén,Fortuny,Soltera,93228507P,Marroquí,1964-02-21,"Plaza de Raimundo Olivé 82, León, 15320",05973,Almería,731847308,inmaculada72@example.com,False,Filósofo,"5338,77",ES5085835589953421179157,corriente,"15931,66",2018-09-11,Femenino
54293,Inés,Carreras,Divorciada,92326457H,Suiza,1946-06-13,"Plaza Clímaco Company 30 Piso 4 , Lleida, 49462",32792,Las Palmas,608290358,herberto95@example.org,False,Fotógrafo,"2954,55",ES6651546888473463032638,corriente,"62517,05",2021-02-22,Femenino
54294,Plácido,Huguet,Casado,57692072E,Griega,1967-06-25,"Plaza de Isabela Quesada 91, Lugo, 45495",20716,Jaén,666385161,tejerobasilio@example.com,False,Director financiero,"7757,4",ES2519891110584398475429,corriente,"93592,11",2018-07-28,Masculino
54295,Marcial,Barrena,Soltero,82786044M,Eslovaca,2003-05-19,"Alameda Raúl García 135 Piso 9 , Ceuta, 36698",34085,Valladolid,635912361,javigarmendia@example.org,True,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,"6626,29",ES9415555216393884947495,corriente,"75669,78",2018-03-04,Masculino
54296,Guadalupe,Cuervo,Divorciada,71802488F,Tunecina,1960-01-26,"Cuesta de Aníbal Zamorano 28, Barcelona, 16895",04608,Castellón,738695433,chus81@example.org,False,"Gerente de centros deportivos, de esparcimiento y culturales","1475,18",ES9020291034131143633064,corriente,"7821,47",2024-09-13,Femenino
54297,Candelaria,Real,Soltera,83109407B,Butanesa,1951-09-13,"Callejón de Noa Cuevas 42 Apt. 32 , Toledo, 07649",31475,Burgos,682486592,arnaurodolfo@example.net,False,Médico especialista,"4061,45",ES1709184941215252458149,corriente,"80469,4",2020-07-23,Femenino
54298,Emilio,Marín,Casado,10919685K,Polaca,1952-01-04,"Pasaje de Jose Cabello 3, Guipúzcoa, 30703",03324,La Coruña,717629589,gimenezblas@example.com,False,Empleado encargado de las nóminas,"3691,68",ES8577157781817103618003,corriente,"70253,71",2018-10-08,Masculino
54299,Severiano,Puente,Casado,10028848C,Colombiana,1969-08-05,"Cuesta de Emilio Chaparro 6, Tarragona, 07032",07786,Cantabria,765702071,allerligia@example.net,True,Agente de seguros,"6516,87",ES2432883010348328348037,corriente,"52770,84",2021-06-09,Masculino
